Model,Brand,Year,Price,Mileage,Transmission
Perodua Myvi,Perodua,2016,29400,130862,Automatic
Perodua Myvi,Perodua,2016,29400,130862,Automatic
Perodua AXIA,Perodua,2015,24500,139038,Automatic
Perodua Aruz,Perodua,2020,53200,51780,Automatic
Proton Persona,Proton,2017,28500,104723,Automatic
Toyota Vios,Toyota,2011,25900,157000,Automatic
Toyota Alphard,Toyota,2017,153800,82000,Automatic
Honda City,Honda,2016,43000,131216,Automatic
Toyota Vios,Toyota,2021,70400,42792,Automatic
Perodua AXIA,Perodua,2019,31600,102818,Automatic
Perodua Bezza,Perodua,2018,36700,87000,Automatic
Perodua Alza,Perodua,2014,31888,152000,Automatic
BMW 520i,BMW,2013,55800,142000,Automatic
Mercedes-Benz E350 e,Mercedes-Benz,2018,119800,72000,Automatic
Honda Jazz,Honda,2012,24800,102000,Automatic
Perodua Myvi,Perodua,2012,19900,112000,Automatic
Toyota Vios,Toyota,2008,16800,122000,Manual
Honda City,Honda,2018,51800,137000,Automatic
Honda Civic,Honda,2013,37800,117000,Automatic
Honda HR-V,Honda,2017,58800,117000,Automatic
Perodua Bezza,Perodua,2016,19700,82000,Manual
Mazda 3,Mazda,2015,27800,122000,Automatic
Toyota Alphard,Toyota,2015,163800,87000,Automatic
Mazda 3,Mazda,2015,27800,122000,Automatic
Toyota Alphard,Toyota,2015,163800,87000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2014,77600,82000,Automatic
Toyota Vios,Toyota,2012,29600,97000,Automatic
Honda City,Honda,2021,71600,57000,Automatic
Toyota Vellfire,Toyota,2015,146800,57000,Automatic
Honda BR-V,Honda,2017,43800,112000,Automatic
Perodua AXIA,Perodua,2015,19800,142000,Automatic
Honda Civic,Honda,2017,83800,77000,Automatic
Mercedes-Benz E200,Mercedes-Benz,2021,209800,62000,Automatic
BMW 530i,BMW,2023,298000,27000,Automatic
Mazda CX-5,Mazda,2022,115888,37000,Automatic
Perodua Myvi,Perodua,2020,46800,72000,Automatic
Honda City,Honda,2017,46800,67000,Automatic
Honda CR-V,Honda,2012,27800,112000,Automatic
Toyota Vios,Toyota,2007,24800,157000,Automatic
MINI 3 Door,MINI,2024,185000,7000,Automatic
Proton Persona,Proton,2010,10800,172000,Automatic
Perodua Myvi,Perodua,2019,42800,87000,Automatic
Toyota Wish,Toyota,2010,45800,187000,Automatic
Mercedes-Benz A200,Mercedes-Benz,2018,95888,72000,Automatic
Toyota Camry,Toyota,2016,62800,82000,Automatic
Toyota Camry,Toyota,2016,62800,82000,Automatic
Kia Sportage,Kia,2012,23800,137000,Automatic
Honda Civic,Honda,2014,31800,107000,Automatic
Toyota Vios,Toyota,2015,32800,102000,Automatic
Toyota Land Cruiser Prado,Toyota,2010,89800,132000,Automatic
Toyota Vellfire,Toyota,2014,84800,117000,Automatic
Nissan Frontier,Nissan,2009,14800,207000,Manual
Toyota Prius C,Toyota,2013,16888,62000,Automatic
Nissan Frontier,Nissan,2008,17800,292000,Manual
Ford Ranger,Ford,2003,17800,217000,Automatic
Proton Persona,Proton,2020,31800,62000,Automatic
Proton Iriz,Proton,2020,31800,27000,Automatic
Honda CR-V,Honda,2019,99000,87000,Automatic
Toyota Wish,Toyota,2014,58900,177000,Automatic
BMW 330i,BMW,2021,188800,62000,Automatic
Nissan Navara,Nissan,2011,25800,152000,Automatic
Nissan X-Trail,Nissan,2017,49800,92000,Automatic
Mazda 3,Mazda,2015,44800,82000,Automatic
Porsche 911,Porsche,2016,548000,47000,Automatic
Toyota Vellfire,Toyota,2015,143800,122000,Automatic
Isuzu D-Max,Isuzu,2011,21800,142000,Manual
Mitsubishi Triton,Mitsubishi,2007,25800,167000,Automatic
Mercedes-Benz A250,Mercedes-Benz,2015,86800,92000,Automatic
Perodua AXIA,Perodua,2018,25888,87000,Automatic
Toyota Vios,Toyota,2017,51200,62000,Automatic
Perodua Myvi,Perodua,2012,22800,57000,Automatic
Proton X70,Proton,2020,62800,67000,Automatic
Nissan Serena,Nissan,2018,77800,51650,Automatic
Mercedes-Benz GLA250,Mercedes-Benz,2019,165000,32000,Automatic
Volvo S90,Volvo,2021,178000,47000,Automatic
Toyota Innova,Toyota,2017,70000,62000,Automatic
Toyota Yaris,Toyota,2023,73000,12000,Automatic
Toyota Innova,Toyota,2018,63888,57000,Automatic
Subaru XV,Subaru,2022,95000,37000,Automatic
Honda City,Honda,2019,49800,62000,Automatic
Porsche Macan,Porsche,2017,210000,42000,Automatic
Mercedes-Benz GLC300,Mercedes-Benz,2022,247000,57000,Automatic
Mercedes-Benz GLA250,Mercedes-Benz,2019,165000,32000,Automatic
Mercedes-Benz GLA250,Mercedes-Benz,2019,165000,32000,Automatic
Honda Jazz,Honda,2020,59900,82000,Automatic
Perodua Myvi,Perodua,2018,42800,92000,Automatic
Perodua Myvi,Perodua,2019,40888,62000,Automatic
Toyota Vios,Toyota,2023,69888,57000,Automatic
Honda CR-V,Honda,2018,85888,77000,Automatic
Honda BR-V,Honda,2018,47888,77000,Automatic
Toyota Vios,Toyota,2017,40888,62000,Automatic
Proton Persona,Proton,2020,30888,72000,Automatic
Mazda 6,Mazda,2016,50888,92000,Automatic
Perodua Myvi,Perodua,2011,14888,97000,Automatic
Honda City,Honda,2016,37888,82000,Automatic
Honda Civic,Honda,2016,48888,72000,Automatic
Ford Ranger,Ford,2023,124888,52000,Automatic
Perodua AXIA,Perodua,2016,22888,72000,Automatic
Nissan Serena,Nissan,2018,81800,107000,Automatic
Perodua Aruz,Perodua,2019,49500,87362,Automatic
BMW 330i,BMW,2020,169800,77000,Automatic
Toyota Vios,Toyota,2015,39900,163443,Automatic
Honda City,Honda,2020,67000,61015,Automatic
Perodua AXIA,Perodua,2017,26000,142314,Automatic
Perodua Bezza,Perodua,2019,36200,96245,Automatic
Perodua Myvi,Perodua,2022,51000,42000,Automatic
Perodua Myvi,Perodua,2012,18500,127000,Automatic
Perodua Bezza,Perodua,2019,36200,96245,Automatic
Perodua Myvi,Perodua,2022,51000,42000,Automatic
Perodua Myvi,Perodua,2012,18500,127000,Automatic
Perodua Myvi,Perodua,2019,43200,93940,Automatic
Mitsubishi Triton,Mitsubishi,2008,28800,167000,Automatic
Isuzu D-Max,Isuzu,2012,28800,152000,Manual
Mitsubishi Triton,Mitsubishi,2009,29800,137000,Automatic
Honda Civic,Honda,2018,74888,62000,Automatic
Toyota Hilux,Toyota,2009,35800,157000,Automatic
Toyota Hilux,Toyota,2016,65888,67000,Automatic
Toyota Hilux,Toyota,2008,37800,162000,Automatic
Nissan Navara,Nissan,2015,37800,132000,Automatic
Mazda CX-5,Mazda,2017,81700,87000,Automatic
Toyota Hilux,Toyota,2008,37800,147000,Automatic
Proton X70,Proton,2021,66888,62000,Automatic
Toyota Camry,Toyota,2012,41800,122000,Automatic
Kia Picanto,Kia,2013,14800,82000,Automatic
Mitsubishi ASX,Mitsubishi,2014,34999,77000,Automatic
MINI Countryman,MINI,2023,222000,17000,Automatic
Toyota Vios,Toyota,2016,38800,87000,Automatic
Subaru XV,Subaru,2014,29688,87000,Automatic
BMW 316i,BMW,2014,55800,97000,Automatic
Proton Saga,Proton,2008,7688,102000,Automatic
Suzuki Swift,Suzuki,2012,25800,107000,Automatic
Perodua Myvi,Perodua,2019,41800,82000,Automatic
Honda HR-V,Honda,2015,45800,97000,Automatic
Honda City,Honda,2022,68000,17000,Automatic
BMW 330i,BMW,2019,164800,72000,Automatic
Honda CR-V,Honda,2023,142000,32000,Automatic
Mercedes-Benz C300,Mercedes-Benz,2020,175800,67000,Automatic
MINI Countryman,MINI,2023,222000,17000,Automatic
Mazda CX-5,Mazda,2021,113000,57000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2017,129000,67000,Automatic
Toyota Fortuner,Toyota,2013,71800,147000,Automatic
Honda Civic,Honda,2016,71800,82000,Automatic
Perodua Myvi,Perodua,2019,42800,57000,Automatic
Ford Ranger,Ford,2016,48800,87000,Automatic
BMW X1,BMW,2017,68500,82000,Automatic
Volvo XC60,Volvo,2018,125800,92000,Automatic
Honda Civic,Honda,2016,78800,92000,Automatic
BMW 530i,BMW,2018,155800,52000,Automatic
Honda City,Honda,2016,45800,102000,Automatic
Audi A4,Audi,2014,37800,107000,Automatic
Audi A4,Audi,2014,37800,107000,Automatic
Mazda CX-5,Mazda,2018,85800,77000,Automatic
Ford MUSTANG,Ford,2017,168800,22000,Automatic
Toyota Hilux,Toyota,2019,94800,97000,Automatic
Toyota Yaris,Toyota,2019,60000,77000,Automatic
Perodua AXIA,Perodua,2017,26000,142000,Automatic
Perodua Bezza,Perodua,2019,36000,103194,Automatic
Perodua Alza,Perodua,2020,49900,45082,Automatic
Perodua Myvi,Perodua,2013,15900,92000,Automatic
Mazda CX-5,Mazda,2018,85800,77046,Automatic
Toyota Vios,Toyota,2016,50200,122039,Automatic
Toyota Vellfire,Toyota,2014,76800,112000,Automatic
BMW 525i,BMW,2008,30000,252000,Automatic
Proton Perdana,Proton,2019,45888,37000,Automatic
Honda Civic,Honda,2023,116999,22000,Automatic
BMW 320i,BMW,2024,238000,7000,Automatic
BMW 528i,BMW,2017,103800,92000,Automatic
Honda CR-V,Honda,2023,142999,32000,Automatic
BMW X5,BMW,2020,248000,52000,Automatic
Honda Accord,Honda,2017,73800,52000,Automatic
BMW X5,BMW,2020,248000,52000,Automatic
Honda Accord,Honda,2017,73800,52000,Automatic
Honda City,Honda,2024,76999,7000,Automatic
Proton Persona,Proton,2021,34888,42000,Automatic
Proton Persona,Proton,2014,14900,72000,Automatic
Honda Accord,Honda,2022,138999,62000,Automatic
Proton Saga,Proton,2020,24888,47000,Automatic
Proton X70,Proton,2022,81888,52000,Automatic
BMW 330i,BMW,2022,205000,22000,Automatic
Mercedes-Benz A250,Mercedes-Benz,2021,173888,42000,Automatic
Ford Ranger,Ford,2023,145000,12000,Automatic
Mercedes-Benz C300,Mercedes-Benz,2022,265000,12000,Automatic
Proton Saga,Proton,2024,28888,22000,Automatic
Mitsubishi Triton,Mitsubishi,2019,77800,57000,Automatic
Honda Accord,Honda,2013,39900,122000,Automatic
Mazda 6,Mazda,2015,43888,52000,Automatic
BMW 330e,BMW,2018,90000,57000,Automatic
Mazda 6,Mazda,2015,43888,52000,Automatic
BMW 330e,BMW,2018,90000,57000,Automatic
BMW 530e,BMW,2022,229999,7000,Automatic
BMW 530e,BMW,2019,126999,62000,Automatic
Lexus NX300,Lexus,2019,168800,42000,Automatic
Proton X70,Proton,2020,64900,52000,Automatic
Perodua Myvi,Perodua,2019,44800,82000,Automatic
Honda City,Honda,2022,73900,37000,Automatic
Perodua AXIA,Perodua,2020,32400,57000,Automatic
BMW 530i,BMW,2017,129999,82000,Automatic
BMW X1,BMW,2020,113999,92000,Automatic
BMW X5,BMW,2020,243999,47000,Automatic
BMW X3,BMW,2019,125999,87000,Automatic
BMW X3,BMW,2021,189999,37000,Automatic
MINI Countryman,MINI,2023,208888,37000,Automatic
Toyota Vios,Toyota,2017,50000,72593,Automatic
Subaru XV,Subaru,2018,69400,74678,Automatic
Perodua AXIA,Perodua,2019,34400,91237,Automatic
Nissan Serena,Nissan,2020,96900,49720,Automatic
Honda CR-V,Honda,2013,40400,158149,Automatic
Perodua Aruz,Perodua,2019,54000,54093,Automatic
Perodua Aruz,Perodua,2020,56000,53052,Automatic
Perodua Aruz,Perodua,2019,54000,54093,Automatic
Perodua Aruz,Perodua,2020,56000,53052,Automatic
Proton Saga,Proton,2020,29000,70187,Automatic
Honda CR-V,Honda,2019,103600,97517,Automatic
Mercedes-Benz E200,Mercedes-Benz,2021,236000,38187,Automatic
Honda City,Honda,2017,50700,115883,Automatic
Mercedes-Benz C250,Mercedes-Benz,2016,129000,68035,Automatic
Perodua Myvi,Perodua,2019,45800,65653,Automatic
Lamborghini Huracan,Lamborghini,2019,1350000,12000,Automatic
Perodua AXIA,Perodua,2017,26000,112000,Automatic
Porsche Cayman,Porsche,2009,133800,82000,Automatic
BMW 528i,BMW,2017,112800,92000,Automatic
Toyota Vellfire,Toyota,2009,65800,102000,Automatic
Honda CR-V,Honda,2022,103800,32000,Automatic
Toyota Alphard,Toyota,2018,162800,32000,Automatic
Perodua Myvi,Perodua,2019,45800,82000,Automatic
Mercedes-Benz GLC300,Mercedes-Benz,2022,247000,57000,Automatic
Mercedes-Benz C300,Mercedes-Benz,2022,265000,17000,Automatic
Mercedes-Benz GLC300,Mercedes-Benz,2022,247000,57000,Automatic
Mercedes-Benz C300,Mercedes-Benz,2022,265000,17000,Automatic
Toyota Innova,Toyota,2017,70000,62000,Automatic
Mazda 3,Mazda,2019,109800,77000,Automatic
Perodua Bezza,Perodua,2019,36200,97000,Automatic
Honda City,Honda,2019,61900,52000,Automatic
Honda Civic,Honda,2013,33900,67000,Automatic
Toyota Corolla Altis,Toyota,2016,55800,87000,Automatic
Toyota Vellfire,Toyota,2013,91900,87000,Automatic
Honda Jazz,Honda,2016,43800,62000,Automatic
Honda HR-V,Honda,2019,72800,62000,Automatic
Toyota Harrier,Toyota,2014,84800,82000,Automatic
Volkswagen Tiguan,Volkswagen,2020,84800,72000,Automatic
Proton Satria,Proton,2013,20800,82000,Manual
Mercedes-Benz C200,Mercedes-Benz,2019,139900,47000,Automatic
BMW 320i,BMW,2016,81800,102000,Automatic
Honda Civic,Honda,2019,94900,62000,Automatic
Toyota Alphard,Toyota,2021,229900,17000,Automatic
Volkswagen Tiguan,Volkswagen,2019,69800,87000,Automatic
Kia Sportage,Kia,2014,28800,97000,Automatic
Honda BR-V,Honda,2017,37800,92000,Automatic
BMW 320i,BMW,2016,79800,117000,Automatic
Hyundai Sonata,Hyundai,2011,19800,97000,Automatic
Honda Jazz,Honda,2020,59900,87000,Automatic
BMW 320i,BMW,2016,79800,137000,Automatic
Volkswagen Tiguan,Volkswagen,2021,95800,67000,Automatic
Nissan Almera,Nissan,2021,39888,47000,Automatic
Volkswagen Tiguan,Volkswagen,2020,79800,82000,Automatic
Porsche 911,Porsche,2005,198000,87000,Manual
Proton Exora,Proton,2014,10800,122000,Automatic
Toyota Vios,Toyota,2012,23888,82000,Automatic
Honda Jazz,Honda,2020,65800,77000,Automatic
Honda Civic,Honda,2009,26888,172000,Automatic
Toyota Camry,Toyota,2022,175900,27000,Automatic
Proton Saga,Proton,2015,10888,87000,Manual
Perodua Myvi,Perodua,2014,25500,162000,Automatic
Toyota Camry,Toyota,2017,87900,122000,Automatic
Toyota Camry,Toyota,2013,46800,122000,Automatic
BMW 330e,BMW,2018,69800,92000,Automatic
Mitsubishi ASX,Mitsubishi,2016,36888,82000,Automatic
Perodua Myvi,Perodua,2014,23800,127000,Manual
Honda City,Honda,2021,58800,72000,Automatic
Mercedes-Benz E200,Mercedes-Benz,2022,245900,22000,Automatic
Honda Civic,Honda,2020,93800,77000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2019,139900,47000,Automatic
Honda City,Honda,2022,61800,17000,Automatic
Proton X70,Proton,2019,57000,117000,Automatic
Kia Sportage,Kia,2017,50800,87000,Automatic
Mazda CX-5,Mazda,2021,119900,22000,Automatic
Mazda 3,Mazda,2019,86900,92000,Automatic
Mazda CX-5,Mazda,2018,60800,72000,Automatic
Perodua Myvi,Perodua,2018,34800,42000,Automatic
Nissan Almera,Nissan,2022,60888,32000,Automatic
Perodua Bezza,Perodua,2018,26800,122000,Automatic
Honda Civic,Honda,2020,92800,82000,Automatic
Honda Civic,Honda,2013,33900,67000,Automatic
Honda City,Honda,2019,61900,52000,Automatic
MINI Countryman,MINI,2024,228888,2000,Automatic
MINI Countryman,MINI,2023,208888,37000,Automatic
Honda CR-V,Honda,2022,132900,27000,Automatic
Honda City,Honda,2019,56900,92000,Automatic
Honda City,Honda,2018,49900,72000,Automatic
Proton Saga,Proton,2012,8900,82000,Automatic
Mercedes-Benz C43 AMG,Mercedes-Benz,2018,189800,52000,Automatic
Honda Jazz,Honda,2018,53900,67000,Automatic
Perodua Myvi,Perodua,2013,16900,92000,Automatic
Mazda CX-5,Mazda,2017,60800,132000,Automatic
Subaru XV,Subaru,2016,37800,82000,Automatic
Nissan Serena,Nissan,2011,29800,102000,Automatic
Mazda CX-5,Mazda,2020,100000,52000,Automatic
Perodua AXIA,Perodua,2017,25900,82000,Automatic
Ford Ranger,Ford,2024,116000,12000,Automatic
Perodua Myvi,Perodua,2013,21900,92000,Automatic
Mazda 3,Mazda,2013,19800,102000,Automatic
Mazda CX-5,Mazda,2022,110888,67000,Automatic
Proton Saga,Proton,2009,6900,102000,Automatic
Honda Accord,Honda,2014,27888,62000,Automatic
Toyota Estima,Toyota,2016,126800,122000,Automatic
Toyota Hiace,Toyota,2011,45688,97000,Manual
Toyota Hiace,Toyota,2015,59800,87000,Manual
Honda CR-V,Honda,2017,52888,72000,Automatic
Honda HR-V,Honda,2016,49900,87000,Automatic
Toyota Hilux,Toyota,2020,73900,62000,Manual
Honda Civic,Honda,2018,78888,82000,Automatic
Ford Ranger,Ford,2020,75800,62000,Automatic
Toyota Hilux,Toyota,2024,89900,12000,Manual
Honda City,Honda,2022,71900,22000,Automatic
Mercedes-Benz A180,Mercedes-Benz,2016,89800,67000,Automatic
Toyota Land Cruiser Prado,Toyota,2020,225800,42000,Automatic
Perodua Myvi,Perodua,2012,19800,77000,Automatic
Toyota Wish,Toyota,2013,49800,122000,Automatic
Toyota Vios,Toyota,2019,59800,67000,Automatic
Toyota Vios,Toyota,2018,50000,42000,Automatic
Toyota Vellfire,Toyota,2017,186800,82000,Automatic
Toyota Estima,Toyota,2014,85800,107000,Automatic
Toyota Vellfire,Toyota,2014,99800,82000,Automatic
Porsche Macan,Porsche,2015,158800,92000,Automatic
Nissan Almera,Nissan,2022,63800,52000,Automatic
Toyota Innova,Toyota,2017,70000,62000,Automatic
Nissan Grand Livina,Nissan,2013,19800,87000,Automatic
Mercedes-Benz C300,Mercedes-Benz,2022,276800,27000,Automatic
Honda City,Honda,2023,75800,17000,Automatic
Perodua Alza,Perodua,2016,35800,82000,Automatic
Honda HR-V,Honda,2019,65800,87000,Automatic
Toyota Vellfire,Toyota,2014,99800,62000,Automatic
Nissan Almera,Nissan,2016,22800,77000,Automatic
Honda HR-V,Honda,2018,69800,57000,Automatic
Toyota Harrier,Toyota,2019,129800,87000,Automatic
Honda Accord,Honda,2010,25800,122000,Automatic
Mercedes-Benz E200,Mercedes-Benz,2014,63800,102000,Automatic
Honda CR-V,Honda,2021,119800,52000,Automatic
Proton Iriz,Proton,2016,16800,82000,Automatic
Mercedes-Benz GLA200,Mercedes-Benz,2017,116800,67000,Automatic
Perodua Alza,Perodua,2018,46800,62000,Automatic
Toyota Wish,Toyota,2010,43800,82000,Automatic
Mercedes-Benz E200,Mercedes-Benz,2013,62999,112000,Automatic
Proton Exora,Proton,2014,19800,72000,Automatic
Honda Accord,Honda,2018,78800,72000,Automatic
BMW X1,BMW,2021,135900,17000,Automatic
Toyota Hilux,Toyota,2023,82900,12000,Manual
Toyota Hilux,Toyota,2021,76900,62000,Manual
Toyota Camry,Toyota,2018,119999,97000,Automatic
Nissan X-Trail,Nissan,2019,52500,62000,Automatic
Honda Jazz,Honda,2015,40888,62000,Automatic
Volkswagen Polo,Volkswagen,2014,12800,117000,Automatic
Perodua Myvi,Perodua,2013,17888,112000,Automatic
Perodua Alza,Perodua,2014,29900,92000,Automatic
Mazda 2,Mazda,2021,58800,77000,Automatic
Perodua Myvi,Perodua,2019,39888,62000,Automatic
Toyota Corolla Altis,Toyota,2014,43800,107000,Automatic
Peugeot 508,Peugeot,2017,31800,77000,Automatic
BMW X1,BMW,2018,62888,52000,Automatic
Mercedes-Benz GLC300,Mercedes-Benz,2020,299800,52000,Automatic
Honda HR-V,Honda,2016,42900,127000,Automatic
BMW 325i,BMW,2006,18800,72000,Automatic
Honda Civic,Honda,2015,31888,67000,Automatic
Proton Exora,Proton,2015,22800,117000,Automatic
BMW 320i,BMW,2016,92800,87000,Automatic
Honda Odyssey,Honda,2015,83800,77000,Automatic
Mercedes-Benz C300,Mercedes-Benz,2020,209800,32000,Automatic
Nissan Navara,Nissan,2018,66800,82000,Automatic
Honda Accord,Honda,2019,99800,62000,Automatic
Perodua Myvi,Perodua,2016,25800,72000,Automatic
Hyundai Grand Starex,Hyundai,2018,109800,62000,Automatic
Perodua Alza,Perodua,2012,19800,92000,Automatic
Toyota Alphard,Toyota,2018,186800,87000,Automatic
Toyota Estima,Toyota,2016,139800,72000,Automatic
Toyota Innova,Toyota,2016,59800,72000,Automatic
Mercedes-Benz A180,Mercedes-Benz,2017,109800,92000,Automatic
Honda City,Honda,2023,89800,12000,Automatic
Perodua Alza,Perodua,2014,23888,97000,Automatic
BMW 530i,BMW,2019,179800,72000,Automatic
BMW 118i,BMW,2016,59800,117000,Automatic
Mercedes-Benz E300,Mercedes-Benz,2018,219800,87000,Automatic
Mercedes-Benz GLC300,Mercedes-Benz,2021,299800,52000,Automatic
Honda HR-V,Honda,2019,69800,82000,Automatic
BMW 630i,BMW,2019,169800,77000,Automatic
Mercedes-Benz A200,Mercedes-Benz,2020,145800,52000,Automatic
Toyota Land Cruiser Prado,Toyota,2014,125800,62000,Automatic
Mercedes-Benz E300,Mercedes-Benz,2022,278800,42000,Automatic
Honda Accord,Honda,2010,25800,82000,Automatic
BMW 530i,BMW,2022,259800,52000,Automatic
Toyota Wish,Toyota,2011,43800,87000,Automatic
Mazda CX-5,Mazda,2022,129800,52000,Automatic
Toyota Corolla Altis,Toyota,2011,28800,87000,Automatic
Mercedes-Benz CLA200,Mercedes-Benz,2017,119800,72000,Automatic
Toyota Land Cruiser,Toyota,2013,149800,107000,Automatic
Lexus RX350,Lexus,2016,158000,82000,Automatic
Mercedes-Benz GLC300,Mercedes-Benz,2021,229800,62000,Automatic
MINI Countryman,MINI,2021,146999,72000,Automatic
Honda Accord,Honda,2015,40888,112000,Automatic
Honda City,Honda,2015,31888,67000,Automatic
Honda CR-V,Honda,2019,106800,82000,Automatic
Mercedes-Benz A250,Mercedes-Benz,2015,75800,82000,Automatic
Nissan Serena,Nissan,2019,89800,52000,Automatic
Mercedes-Benz C300,Mercedes-Benz,2019,183800,62000,Automatic
Honda Accord,Honda,2018,99800,57000,Automatic
Honda Accord,Honda,2014,41800,67000,Automatic
Honda Accord,Honda,2014,49800,112000,Automatic
Honda HR-V,Honda,2015,49800,82000,Automatic
Mercedes-Benz E200,Mercedes-Benz,2016,156800,52000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2016,116800,72000,Automatic
Proton Persona,Proton,2019,28800,72000,Automatic
Toyota Camry,Toyota,2023,179800,32000,Automatic
Mercedes-Benz E250,Mercedes-Benz,2012,46800,127000,Automatic
Toyota Corolla Altis,Toyota,2016,59800,72000,Automatic
Mercedes-Benz A200,Mercedes-Benz,2015,79800,82000,Automatic
Nissan Serena,Nissan,2019,99800,52000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2018,149800,72000,Automatic
Honda HR-V,Honda,2019,79800,62000,Automatic
Mercedes-Benz E250,Mercedes-Benz,2014,79800,87000,Automatic
Mercedes-Benz C300,Mercedes-Benz,2017,179800,42000,Automatic
Mercedes-Benz C250,Mercedes-Benz,2016,146800,77000,Automatic
Mercedes-Benz C200,Mercedes-Benz,2017,129800,77000,Automatic
Mercedes-Benz E200,Mercedes-Benz,2018,179800,62000,Automatic
Toyota Vellfire,Toyota,2013,79800,82000,Automatic
BMW X3,BMW,2019,129800,62000,Automatic
Toyota Camry,Toyota,2020,149800,62000,Automatic
BMW 530i,BMW,2019,185800,62000,Automatic
Mercedes-Benz GLA250,Mercedes-Benz,2016,89800,97000,Automatic
BMW X1,BMW,2016,55800,77000,Automatic
Honda CR-V,Honda,2019,89800,77000,Automatic
Toyota Alphard,Toyota,2019,188000,82000,Automatic
BMW 120i,BMW,2017,64888,57000,Automatic
Nissan Serena,Nissan,2019,77999,72000,Automatic
Honda City,Honda,2019,65800,87000,Automatic
Perodua Alza,Perodua,2014,31800,92000,Automatic
Toyota Alphard,Toyota,2015,149999,82000,Automatic
Toyota Alphard,Toyota,2016,158999,82000,Automatic
Honda Civic,Honda,2019,88000,77000,Automatic
Perodua Myvi,Perodua,2018,41800,82000,Automatic
Perodua Myvi,Perodua,2020,45900,42000,Automatic
Proton Preve,Proton,2015,20000,107000,Automatic
Proton Preve,Proton,2015,19100,122000,Automatic
Honda Accord,Honda,2021,121400,50452,Automatic
Perodua Myvi,Perodua,2017,36000,127045,Automatic
Perodua Bezza,Perodua,2016,32800,122000,Automatic
Perodua Myvi,Perodua,2014,27900,97860,Automatic
Honda HR-V,Honda,2016,57000,97280,Automatic
Honda Jazz,Honda,2016,50000,136481,Automatic
Perodua Myvi,Perodua,2018,43400,109814,Automatic
Honda HR-V,Honda,2016,47500,128909,Automatic
Perodua Bezza,Perodua,2018,34000,102556,Automatic
Mazda 3,Mazda,2019,95000,78004,Automatic
Perodua Myvi,Perodua,2020,47000,80843,Automatic
Proton Iriz,Proton,2019,35900,39809,Automatic
Mazda CX-5,Mazda,2018,91000,107210,Automatic
Kia Grand Carnival,Kia,2020,107000,102000,Automatic
Proton Saga,Proton,2018,23700,99973,Automatic
Nissan Navara,Nissan,2015,35800,92000,Automatic
BMW 330e,BMW,2021,213800,7000,Automatic
Honda Accord,Honda,2020,117800,77000,Automatic
Toyota Rush,Toyota,2021,68800,57000,Automatic
Honda CR-V,Honda,2018,75800,97000,Automatic
Honda Jazz,Honda,2015,46800,47000,Automatic
Honda City,Honda,2018,54800,82000,Automatic
Mazda CX-3,Mazda,2022,99800,27000,Automatic
Mazda 2,Mazda,2015,34800,72000,Automatic
Mercedes-Benz A200,Mercedes-Benz,2019,135800,67000,Automatic
Honda Civic,Honda,2018,76800,102000,Automatic
Mercedes-Benz E200,Mercedes-Benz,2016,118800,102000,Automatic
Mercedes-Benz A200,Mercedes-Benz,2018,123800,72000,Automatic
Honda City,Honda,2014,35800,112000,Automatic
Honda City,Honda,2022,72800,57000,Automatic
BMW X3,BMW,2018,113800,67000,Automatic
BMW 530i,BMW,2022,269800,37000,Automatic
Toyota Corolla Altis,Toyota,2004,14800,142000,Automatic
Toyota Hilux,Toyota,2011,42800,157000,Manual
Volvo XC60,Volvo,2019,148800,77000,Automatic
Isuzu D-Max,Isuzu,2015,45800,107000,Automatic
Toyota Camry,Toyota,2019,126999,82000,Automatic
BMW X4,BMW,2020,185800,147000,Automatic
Mercedes-Benz C350 e,Mercedes-Benz,2018,97800,52000,Automatic
Honda Civic,Honda,2013,29800,97000,Automatic
BMW 420i,BMW,2016,99800,87000,Automatic
Volvo S60,Volvo,2020,146800,62000,Automatic
Toyota Hilux,Toyota,2016,72500,97000,Automatic
Nissan Sylphy,Nissan,2012,18800,142000,Automatic
Perodua Aruz,Perodua,2019,45000,77000,Automatic
Toyota Hiace,Toyota,2015,85500,67000,Manual
Perodua Myvi,Perodua,2018,42000,82000,Automatic
Nissan Grand Livina,Nissan,2014,32800,107000,Automatic
MINI Countryman,MINI,2021,145800,87000,Automatic
MINI Countryman,MINI,2021,185000,37000,Automatic
Toyota Harrier,Toyota,2004,33066,107000,Automatic
Honda HR-V,Honda,2015,46800,97000,Automatic
Subaru XV,Subaru,2016,60000,72000,Automatic
BMW X5,BMW,2020,248000,52000,Automatic
Proton Saga,Proton,2018,23688,82000,Automatic
BMW 530i,BMW,2017,145000,72000,Automatic
BMW 320i,BMW,2020,148000,57000,Automatic
Honda HR-V,Honda,2019,60800,82000,Automatic
Mercedes-Benz A250,Mercedes-Benz,2018,142800,107000,Automatic
Perodua AXIA,Perodua,2016,21600,47000,Automatic
BMW 330i,BMW,2022,175800,32000,Automatic
Toyota Avanza,Toyota,2013,29800,112000,Automatic
Toyota Vellfire,Toyota,2019,177800,77000,Automatic
